SID,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
S1402,Central,Сэлэнгэ,MN43,Жавхлант,MN4305,Жавхлант,Sheep,0,0,0,0,0,0,0,7.1,14.8,14.97,11.16,10.63,10.31,10.33,10.58,11.17,10.6,12.46,13.78,15.08,17.19,15.18,13.37,11.74,11.57,12.32,12.81,13.03,11.84,11.69,11.85,17.38,27.96,25.74,24.85,25.39,26.63,39.31,56.09,66.89,43.45,45.33,43.13,43.41,48.11,46.14,45.64,38.93,41.25,43.23,44
S1405,Central,Сэлэнгэ,MN43,Зүүнбүрэн,MN4309,Зүүнбүрэн,Sheep,19.26,20.83,21.37,23.22,24.85,26.66,24.28,25.61,27.39,28.81,24.53,25.31,25.25,25.35,26.3,22.93,21.77,19.33,22.42,22.71,21.33,18.23,18,19.92,19.78,16.92,16.62,17.39,14.83,17.22,15.75,18.78,12.32,11.09,11.79,10.63,14.98,17.23,26.57,28.58,28.96,27.82,32.64,32.71,35.67,32.79,34.57,31.27,32.37,34.81,35.26
S1409,Central,Сэлэнгэ,MN43,Мандал,MN4303,Мандал,Sheep,14.98,16.09,17,18.59,19.88,16.86,17.75,19.47,19.77,19.82,17.4,17.76,17.67,18.67,19.21,19.61,19.97,19.9,20.7,22.04,22.87,18.77,19.26,17.98,38.64,36.17,39.11,39.46,42.59,41.62,42.1,31.75,33.55,25.49,22.77,23.37,29.39,38,52.02,54.94,36.84,35.42,33.54,35.27,38.16,37.03,36.44,32.38,28.37,32.82,36.71
S1419,Central,Сэлэнгэ,MN43,Орхон,MN4314,Орхон,Sheep,25.82,25.57,27.58,31.18,34.66,35.53,36.56,28.05,30.13,27.96,26.17,25.41,25.01,25.46,24.72,24.03,23.99,24.09,24.73,25.96,26.88,23.48,20.06,15.27,17.01,16.99,14.92,16.55,16.94,19.15,16.5,13.55,15.55,8.27,7.42,8.99,12.65,19.4,31.47,34.92,37.5,35.21,35.99,38.09,43.3,40.78,45.88,45.87,42.71,44.69,44.14
S1422,Central,Сэлэнгэ,MN43,Орхонтуул,MN4316,Орхонтуул,Sheep,16.96,17.85,18.24,20.13,23.13,22.62,23.22,25.29,24.05,22.55,20.22,21.27,21.02,21.69,21.59,19.5,19.45,19.01,19.92,20.73,23.32,20.29,20.12,17.18,19.29,20.75,21.54,23.88,26.44,29.72,36.35,36.07,24.12,12.26,11.38,13.61,17.98,26.29,51.45,64.7,73.25,73.55,83.51,89.51,102.62,91.19,106.51,88.26,89.22,101.31,109.51
S1426,Central,Сэлэнгэ,MN43,Сайхан,MN4313,Сайхан,Sheep,0,0,0,0,0,0,0,11.44,13.86,14.32,15.27,16.04,15.63,17.2,18.2,17.85,18.99,19.8,21.04,21.9,21.86,21.32,18.41,13.04,18.85,18.99,18.19,15.08,14.95,21.92,23.08,22.1,15.17,14.16,14.42,17.25,22.49,30.95,38.1,43.54,37.46,33.1,35.22,34.9,41.26,39.66,46.8,43.97,45.41,46.81,54.36
S1431,Central,Сэлэнгэ,MN43,Сант,MN4315,Сант,Sheep,19.11,20.08,22.43,25.91,26.88,27.86,24.53,15.53,16.52,19.02,16.04,19.24,20.17,24.9,22.03,18.47,21.22,17.21,18.09,18.91,20.26,20.46,17.67,16.36,16.46,15.01,12.93,11.97,12.77,13.52,12.18,12.56,11.58,9.06,9.24,12.32,15.02,18.35,31.67,33.06,30.37,29.92,28.58,30.62,33.8,33.88,39.67,40.69,40.77,41.3,43.81
S1434,Central,Сэлэнгэ,MN43,Түшиг,MN4310,Түшиг,Sheep,21.53,20.11,23.31,24.28,26.58,28.89,23.66,12.48,11.8,10.95,7.7,9.26,9.64,9.93,10.6,9.48,9.34,9.79,10.46,10.94,11.1,11.77,11.77,10.31,10.43,8.26,8.5,8.94,10.11,9.58,9.78,9.64,9.96,9.49,8.26,9.41,0,13.28,17.59,21.74,18.84,15.17,16.21,16.65,19.46,21.4,24.53,28.1,27.93,27.26,28.17
S1437,Central,Сэлэнгэ,MN43,Хүдэр,MN4302,Хүдэр,Sheep,0,0,4.03,0.15,4.59,4.92,4.03,4.33,4.7,4.52,3.74,3.99,4,4.12,4.26,4.3,4.5,5.13,5.65,6.07,6.78,6.16,4.15,3.75,3.51,2.94,2.92,3.03,3.12,3.07,3.59,3.5,6,5.72,6.05,5.84,7.44,8.47,10.79,14.22,10.92,10.18,8.84,9.46,11.31,11.47,14.21,10.37,10.72,10.5,11.28
S1440,Central,Сэлэнгэ,MN43,Хушаат,MN4312,Хушаат,Sheep,0,0,0,0,0,0,0,0,0,0,0,17.55,0,0,0,0,0,6.25,6.57,6.23,6,6.34,5.92,5.55,5.74,4.58,4.34,4.39,5.01,6.21,7.53,8.77,12.25,14.05,16.05,15.78,19.88,28.49,42.41,42.37,39.7,33.36,34.78,39.63,40.66,40.51,39.38,35.76,39.04,39.77,46.02
S1443,Central,Сэлэнгэ,MN43,Цагааннуур,MN4311,Цагааннуур,Sheep,0,0,0,0,0,0,0,20.59,23.56,24.47,22.96,30.29,27.71,30.79,31.16,31.31,31.8,32.82,33.51,33.93,38.26,35.7,33.08,31.63,30.88,29.83,29.79,28.87,31.62,34.42,35.78,35.86,36.03,36.78,30.37,33.76,40.04,50.05,67.55,70.18,63.17,62.43,68.54,61.28,69.98,72.19,78.41,81.57,84.86,85.52,83.31
S1447,Central,Сэлэнгэ,MN43,Шаамар,MN4307,Шаамар,Sheep,9.3,9.66,10.73,11.01,11.04,13.3,11.09,10.72,11.52,9.72,10.19,10.91,11.52,11.53,11.95,10.91,9.16,9.6,10.51,11.31,12.74,11.14,9.85,9.5,13.57,13.93,9.37,9.92,9.61,10.16,10.25,8.32,7.04,6.82,6.63,5.56,6.38,7.41,11.02,10.45,8.53,7.68,7.98,7.88,8.21,8.18,8.44,7.26,7.39,7.79,7.55
S1452,Central,Дорноговь,MN44,Сайншанд,MN4410,Сайншанд,Sheep,0.03,0.03,0.02,0.05,27.38,0.18,0.2,0.29,0.49,0.2,0.11,0.03,0.21,0.18,0.18,0.3,0.39,0.38,0.57,1,3.21,5.29,8.91,10.04,18.32,19.03,19.86,21.17,20.46,24.13,24.05,22.05,20.07,21.71,22.24,14.87,7.15,9.37,13.3,17.9,19.35,22.85,26.11,29.51,32.52,36.84,38,43.66,47.11,51.38,53.43
S1461,Central,Дорноговь,MN44,Айраг,MN4412,Айраг,Sheep,38.53,41.26,44.06,45.88,47.48,44.86,43.04,36.86,40,41.85,41.95,47.67,50.57,47.98,47.15,47.8,46.24,44.54,46.88,48.28,45.42,45.83,45.86,44.49,37.91,34.42,31.39,27.24,28.31,31.04,33.36,30.01,30.91,33.11,35.46,36,24.57,24.6,27.51,31.32,33.29,37.56,43.11,52.33,62.35,67.55,62.72,76.14,85.62,92.88,102.73
S1466,Central,Дорноговь,MN44,Алтанширээ,MN4407,Алтанширээ,Sheep,36.68,37.99,39.92,42.43,46.16,41.79,43.63,45.06,42.61,43.86,44.87,45.64,46.69,43.33,43.83,46.1,48.85,43.3,45.96,48.65,50.98,48.36,39.46,34.57,27.25,27.22,27.84,29.14,31.93,35.69,37.83,28.52,26,27.33,28.48,26.27,20.43,22.57,26.75,31.5,33.19,38.36,42.61,47.68,54,59.45,60.89,68.18,73.01,78.78,84.26
S1471,Central,Дорноговь,MN44,Даланжаргалан,MN4413,Даланжаргалан,Sheep,43.46,43.82,45.36,43.19,46.72,46.98,45.95,42.5,45.47,46.98,44.96,48.39,52.14,50.01,50.36,48.61,46.33,43.69,40.91,44.49,47.29,48.64,47.44,44.44,41.48,43.46,44.18,42.81,47.58,51.11,54.18,37.36,36.56,38.21,41.6,45.34,36.44,40.03,40.83,41.56,40.78,45,51.86,61.48,70.67,78.1,79.67,89.51,92.35,99.99,107.99
S1477,Central,Дорноговь,MN44,Дэлгэрэх,MN4404,Дэлгэрэх,Sheep,39.06,40.28,43.57,46.34,49.82,50.87,53.67,53.59,55.66,58.64,62.02,62.2,64.33,54.79,58.07,61.71,62.86,58.46,57.99,58.89,61.31,61.02,54.99,51.64,41.97,40.65,41.68,37.85,43.16,49.89,47.38,36.39,34.28,36.44,38.52,40.18,38.83,44.16,48.85,57.11,62.32,65.62,72,78.98,90.66,94.83,90.4,96.93,107.09,122.26,122.15
S1482,Central,Дорноговь,MN44,Замын-Үүд,MN4401,Замын-Үүд,Sheep,0.01,0.03,0.06,0.09,0.07,0.13,0.15,0.16,0.14,0.1,0.12,0.14,0.12,0.14,0.16,0.19,0.24,0.28,0.35,0.71,0.71,2.35,0,0,2.86,3.04,3.31,2.95,3.37,3.93,3.49,2.54,1.04,1.41,1.87,2.91,2.65,3.55,4.82,6.23,6.87,7.39,7.81,8.48,9.35,9.66,8.42,8.75,10.26,27.99,11.19
S1488,Central,Дорноговь,MN44,Иххэт,MN4409,Иххэт,Sheep,31.26,33.83,36.78,37.65,40.11,39.77,41.53,38.12,40.35,40.15,37.24,39.71,38.62,34.05,31.49,30.78,29.13,28.81,26.87,30.94,32.76,34.7,44.05,36.94,33.55,32.45,30.43,30.99,35.01,36.06,36.87,35.73,31.66,31.29,31.7,34.51,28.27,29.16,29.12,30.93,34.44,40.08,45.53,53.71,59.69,66.12,70.16,83.78,83.27,87.55,97.44
S1492,Central,Дорноговь,MN44,Мандах,MN4414,Мандах,Sheep,16.63,17.8,19.07,19.08,21.1,20.37,20.11,21.41,22.14,22.59,20.99,16.11,16.65,16.46,15.11,14.65,15.92,16.63,18.27,19.96,19.38,20.65,20.54,19.61,22.83,24.05,25.72,26.61,26.77,31.11,27.94,23.96,25.29,23.22,23.94,20.81,14.75,15.51,17.43,20.83,21.23,24.86,29.02,34.74,38.7,39.74,46.34,52.85,57.74,61.9,61.01
S1498,Central,Дорноговь,MN44,Өргөн,MN4403,Өргөн,Sheep,25,25.57,27.9,29.34,29.71,29.64,28.24,29.24,29.3,29.15,30.67,32.28,32.15,28.24,27.88,26.86,27.47,28.35,30.49,32.03,32,33.38,34.91,32.65,30.26,30,30.76,31.64,34,37.89,40.58,32.33,31.42,32.54,33.74,25.87,17.11,17.39,20.52,24.56,27.91,31.95,35.3,41.46,48.48,55.38,53.51,60.23,70.83,76.86,85.65
S1503,Central,Дорноговь,MN44,Сайхандулаан,MN4411,Сайхандулаан,Sheep,23.76,24.33,25.16,25.74,25.83,23.96,22.73,23.53,22.7,24.3,22.19,23.39,24.86,24.19,24.04,23.72,24.53,25.52,28.4,27.45,23.49,24.76,23.26,20.79,21.8,22.34,21.48,22.2,21.91,24.74,24.32,24.67,23.34,24.07,26.53,22.19,14.31,15.33,18.46,23.56,24.59,29.04,34.62,41.31,50.66,57.81,60.37,68.35,76.68,81.53,84.36
S1508,Central,Дорноговь,MN44,Улаанбадрах,MN4405,Улаанбадрах,Sheep,23.93,24.82,25,24.87,76.15,29.64,30.28,31.17,32.24,28.36,26.87,28.27,31.98,30.95,31,33.33,35.35,38.57,39.83,40.85,35.13,37.52,40.46,35.45,30.74,31.33,31.36,33.15,33.94,35.26,31.3,23.27,19.09,20.42,23.08,24.8,18.71,21.88,25.94,30.35,30.45,33.59,34.61,39.02,42.52,44.76,44.77,51.76,52.28,57.3,60.23
S1513,Central,Дорноговь,MN44,Хатанбулаг,MN4408,Хатанбулаг,Sheep,11.29,12.06,10.95,10.07,29.2,31.42,32.18,29.11,31.95,32.17,33.73,32.13,35.95,35.51,38.09,36.53,34.53,36.28,36.47,37.3,39.79,43.86,44.7,40.92,42.3,44.6,46.45,49.66,51.48,50.63,37.11,26.52,26.98,29.82,35.09,38.38,33.79,39.54,45.23,52.73,45.61,52.76,56.68,62.46,61.21,62.04,65.76,73.96,73.26,79.22,85.97
S1520,Central,Дорноговь,MN44,Хөвсгөл,MN4406,Хөвсгөл,Sheep,15.71,15.92,14.11,13.42,30.32,16.76,17.81,15.35,16.05,14.8,14.99,14.16,16.31,16.82,18.49,16.07,17.11,17.95,19.64,22.49,22.87,24.39,27.02,25.38,25.6,27.34,27.57,28.77,29.78,31.76,24.27,14.95,13.48,14.6,16.9,18.61,13.31,15.66,19.11,23.45,21.91,26.07,28.97,33.75,36.93,38.68,35.51,40.01,45.98,48.78,53.24
S1525,Central,Дорноговь,MN44,Эрдэнэ,MN4402,Эрдэнэ,Sheep,23.37,22.61,23.9,25.68,15.23,26.79,27.3,27.44,28.78,29.06,29.2,27.75,29.65,28.36,28.87,30.85,27.16,29.54,32.62,34.13,34.35,37.8,36.2,33.09,29.56,29.21,29.38,30.85,31.91,34.19,31.21,27.32,20.27,20.97,22.76,21.78,11.51,12.16,14.15,16.62,19.33,22.14,23.27,27.02,33.01,40.43,41.85,47.37,50.71,55.22,60.05
S1532,Central,Дархан-Уул,MN45,Дархан,MN4504,Дархан,Sheep,0.32,2.5,2.5,0.6,5.3,5.6,5.9,7.2,8.6,0.9,12.21,14.04,33,38.23,40.98,40.88,40.88,36.18,42.69,50.76,72.82,59.31,64.23,57.73,37.88,35.59,30.2,26.68,28.48,29.14,33.75,29.02,21.03,12.29,11.57,13.48,19.19,26.11,44.65,48.83,35.18,30.94,36.73,35.39,32,25.79,31.82,29.54,29.32,32.12,31.17
S1551,Central,Дархан-Уул,MN45,Орхон,MN4503,Орхон,Sheep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,5.78,5.92,9.04,11.72,15.79,17.36,14.77,15.3,8.39,9.34,11.47,13.59,18.38,27.97,26.98,16.36,16.61,11.15,16.63,17.83,15.59,16.89,15.49,14.85,16.15,16.85
S1554,Central,Дархан-Уул,MN45,Хонгор,MN4502,Хонгор,Sheep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.54,26.11,20.81,23.88,19.85,20.46,20.75,23.65,24.86,24.96,24.54,23.91,21.6,22.25,25.68,30.84,35.06,63.02,71.21,57.48,60.55,70.87,75.09,97.63,83.07,92.86,87.65,87.57,98.04,95.39
S1558,Central,Дархан-Уул,MN45,Шарын гол,MN4501,Шарын гол,Sheep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.87,12.77,14.41,15.84,20.46,20.25,20.4,16.36,16.88,13.56,13.94,14.77,19.05,22.61,27.36,29.51,18.61,16.88,17.21,17.82,20.16,19.14,20.62,18.16,15.32,16,18.39
S1563,Central,Өмнөговь,MN46,Даланзадгад,MN4608,Даланзадгад,Sheep,0.97,1.63,1.3,1.15,1.23,1.44,1.64,1.67,1.35,1.52,2.57,2.44,2.89,2.98,3.44,3.03,3.55,4.12,4.42,5.79,10.02,14.18,14.92,14.14,17.23,19.56,20.53,23.02,25.84,26.61,24.69,18.27,10.62,10.61,11.19,11.64,12.09,13.67,17.32,19.69,8.73,9.19,11.93,14.63,17.75,18.92,23.3,27.31,28.53,32.6,34.37
S1572,Central,Өмнөговь,MN46,Баяндалай,MN4612,Баяндалай,Sheep,19.03,19.32,17.79,12.67,14.26,15.82,16.51,17.11,17.77,18.33,17.8,18.95,19.81,17.39,18.38,15.93,15.4,15.24,15.76,16.28,16.81,18.56,20.67,22.14,23.04,24.98,25.39,27.48,29.22,30.6,32.51,24.97,17.36,16.82,19.17,19.93,19.63,22.66,26.21,27.5,18.28,20.56,22.68,24.99,26.93,30.1,33.32,36.35,34.07,39.49,38.34
S1576,Central,Өмнөговь,MN46,Баян-Овоо,MN4603,Баян-Овоо,Sheep,17.29,15.38,14.86,11.92,13.04,14.29,14.73,14.97,15.48,15.2,14.05,14.45,14.95,12.38,12.81,11.05,11.36,11.66,12.01,12.44,12.44,12.21,12.94,13.26,14.51,16.01,17.56,18.88,20.37,22.71,21.32,12.89,12.12,10.95,12.45,13.69,14.9,17.33,20.65,21.36,12.38,16.27,19.57,23.02,25.01,28.19,32.84,38.58,38.09,45.45,48.67
S1580,Central,Өмнөговь,MN46,Булган,MN4611,Булган,Sheep,23.03,20.62,20.66,20.68,22.31,25.05,26.08,26.3,28.13,25.27,22.05,22.8,23.81,22.38,24.47,18.37,19.63,21.23,22.33,22.94,22.1,23,22.43,21.71,23.28,26.27,26.49,29.61,29.76,32.3,33.41,33.52,23.62,20.03,22.74,25.53,23.98,28.58,33.91,38.29,18.24,22.4,27.07,33.86,40.15,44.8,53.05,62.38,68.17,78.67,65.02
S1585,Central,Өмнөговь,MN46,Гурвантэс,MN4615,Гурвантэс,Sheep,8.79,9.44,8.82,8.46,8.88,10.04,11.06,11.42,11.9,10.59,9.82,10.4,9.98,9.28,8.24,7.63,6.68,6.42,7.85,9.44,10.26,11.11,12.46,14.42,17.54,19.9,22.66,25.32,25.32,23.19,19.94,11.7,5.35,6.01,6.78,6.59,6.71,7.79,9.21,9.63,6.36,6.35,7.05,8.18,8.14,9.72,10.51,11.5,10,11.68,12.56
S1591,Central,Өмнөговь,MN46,Мандал-Овоо,MN4609,Мандал-Овоо,Sheep,20.28,16.54,17.01,18.44,21.05,23.8,23.71,23.74,24.83,24.8,17.7,18.62,19.52,20.62,22.37,18.83,18.24,19.6,20.83,21.89,22.97,23.44,24.23,24,26.03,28.75,29.68,31.53,33.26,35.85,27.74,26.4,20.78,17.02,19.89,20.64,23.07,28.48,34.38,35.02,13.71,17.3,20.93,26.56,33.7,39.75,46.91,56.17,64.6,71.24,56.11
S1595,Central,Өмнөговь,MN46,Манлай,MN4602,Манлай,Sheep,28.99,24.38,26.8,27.86,30.21,30.51,29.8,30.48,30.76,31.65,23.39,24.18,22.43,22.07,23.66,22.86,22.74,23.15,26.17,26.97,23.65,22.93,17.42,16.08,18.49,20.81,23.51,25.83,28.34,31.95,26.32,24.06,24.07,20.87,24.45,25.76,25.22,28.54,32.18,36.52,24.17,28.78,32.89,37.67,41.35,44.76,54.18,64.66,70.68,74.52,74.2
S1600,Central,Өмнөговь,MN46,Ноён,MN4614,Ноён,Sheep,7.73,8.5,8.03,5.6,6.58,8,8.8,9.13,9.61,8.96,8.93,9.71,9.82,7.49,7.8,6.87,6.4,6.25,6.44,7.39,6.78,6.79,7.89,9.03,10.32,11.71,12.34,14.03,14.73,13.94,13.5,7.89,4.87,5.32,5.43,4.86,4.73,5.6,6.93,7.72,5.78,5.89,6.44,7.43,9.06,9.84,10.62,11.75,10.62,12.89,13.2
S1603,Central,Өмнөговь,MN46,Номгон,MN4605,Номгон,Sheep,20.87,21.01,19.93,14.53,15.51,16.5,17.18,17.84,18.38,18.61,17.63,17.56,18.17,16.72,16.95,12.97,11.62,12.28,13.45,15.06,16.13,15.95,15.89,16.09,17.95,20.64,23.18,25.82,26.49,25.66,25.33,19.85,12.6,12.61,14.51,15.92,16.06,18.28,21.98,24.31,15.61,19.97,23.79,27.79,31.39,35.75,38.92,44.16,41.99,48.07,50.03
S1609,Central,Өмнөговь,MN46,Сэврэй,MN4613,Сэврэй,Sheep,19.03,17.68,16.92,15.48,16.8,19.17,20.62,21.71,21.38,19.86,16.86,18.15,18.37,17.61,18.33,15.11,15.28,15.29,14.8,16.23,15.15,16.48,17.02,18.48,21.28,23.48,22.92,24.78,25.27,25.39,25.9,20.7,13.69,13.52,14.01,14.01,13.32,14.25,15.74,17.42,12.78,13.82,14.81,16.65,18.39,21.25,22.68,26.18,25.46,27.86,24.41
S1613,Central,Өмнөговь,MN46,Ханбогд,MN4601,Ханбогд,Sheep,18.34,18.39,18.53,15.4,17.13,19.36,20.78,20.92,22.81,24.51,24.36,23.59,24.23,23.86,27.63,28.28,27.6,28.59,27.97,29.18,27.01,26.92,24.89,23.53,25.12,27.51,30.46,33.06,33.13,34.84,26.96,15.69,15.85,15.04,17,18.49,18.83,22.55,26.44,30.38,25.67,30.77,33.62,34.6,34.05,36.43,41.92,48.1,45.47,51.98,54.24
S1619,Central,Өмнөговь,MN46,Ханхонгор,MN4607,Ханхонгор,Sheep,43.48,38.5,38.93,36.22,39.88,43.79,47.07,47.37,50.38,47.77,44.67,47.96,47.32,34.15,37.24,34.51,34.81,36.84,34.87,34.49,31.51,33.54,29.48,24.62,27.73,30.83,34.63,39.93,44.57,46.09,45.66,37.68,24.66,21.71,25.82,27.7,28.05,33.22,39.25,40.4,17.75,23.32,28.02,34.16,41.53,47.27,55.42,67.16,69.99,81.66,75.57
S1624,Central,Өмнөговь,MN46,Хүрмэн,MN4610,Хүрмэн,Sheep,19.83,21.11,21.12,17.67,19.64,22.29,24.12,25.12,25.03,24.11,20.74,21.22,21.67,17.89,18.96,16.76,14.61,15.02,14.73,15.57,16.73,17.77,18.2,18.66,20.08,20.84,22.92,25.43,26.35,25.74,27.66,17.05,7.93,8.77,10.14,11.5,11.95,14.16,16.44,18.01,12.47,15.96,18.29,21.4,24.31,28.15,31.22,34.76,31.16,36.81,38.64
S1628,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,Цогт-Овоо,Sheep,24.74,23.51,27.5,29.31,33.67,34.79,35.59,36.92,37.33,36.93,32.52,34.27,33,32.7,37.38,34.03,33.89,35.78,37.07,35.64,31.89,32.7,29.14,23.38,24.72,25.57,27.5,29.04,31.54,31.96,23.4,19.01,15.48,10.2,11.31,12.06,13.21,16.54,20.8,22.82,9.6,12.25,15.2,18.48,22.01,26.17,32.81,42.4,46.01,50.83,44.36
S1632,Central,Өмнөговь,MN46,Цогтцэций,MN4604,Цогтцэций,Sheep,24.43,20.3,20.86,20.15,21.75,22.39,22.57,23.41,25.03,24.35,20.21,21.58,22.46,22.62,25.45,20.62,20.48,23.08,24.05,25.42,20.94,20.96,19.25,19.29,22.29,24.26,27.25,30.79,32.98,37.16,30.8,22.72,18.67,13.35,15.76,18.06,20.63,24.89,29.77,26.66,11.32,14.62,17.53,21.4,23.84,25.92,33.23,42.53,46.57,54.47,52.87
S1638,Central,Дундговь,MN48,Сайнцагаан,MN4809,Сайнцагаан,Sheep,53.59,35.76,41.07,44.58,50.69,55.48,59.63,49.52,56.75,56.79,50.9,49.62,51.99,54.67,50.85,52.75,55.69,51.63,53.39,61.28,63.73,64.18,71.88,58.33,56.99,60.29,63.44,64.64,68.1,104.01,63.24,72.32,74.13,79.63,82.84,83.41,86.07,93.89,94.02,101.93,50.14,61.53,78.22,93,116.21,134.49,154.96,178.17,187.28,196.02,184.9
S1648,Central,Дундговь,MN48,Адаацаг,MN4814,Адаацаг,Sheep,56.22,38.25,47.78,51.43,57.89,57.45,57.42,35.92,44.52,44.59,47.89,47.35,53.22,54.26,45.04,45.64,45.92,41.26,45.46,49.31,52.85,55.28,53.91,50.53,47.88,53,56.66,59.55,65.6,68.75,55.16,54.05,46.01,47.46,52.09,57.84,64.72,70.73,67.6,74.43,38.58,44.44,57.27,65.52,83.52,94.59,108.02,130.21,137.41,142.77,130.28
S1654,Central,Дундговь,MN48,Баянжаргалан,MN4802,Баянжаргалан,Sheep,31.78,33.96,37.4,34.95,34.44,31.47,31.24,25.91,28.65,29.59,27.77,31.4,29.63,28.86,30.31,31.43,33.26,27.68,27.13,31.15,32.02,32.68,34.2,30.63,27.76,27.05,27.98,28.47,30.28,30.43,27.7,27.75,28.3,30.81,33.95,31.95,32.96,34.53,31.17,33.78,31.46,33.84,41.07,46.51,55.3,57.51,57.55,66.75,74.54,83.68,79.93
S1658,Central,Дундговь,MN48,Говь-Угтаал,MN4807,Говь-Угтаал,Sheep,44.34,42.93,44.82,47.8,50.24,49.73,50.34,49.14,51.65,53.88,43.09,47.95,49.55,50.86,45.17,47.97,44.69,41.31,41.23,44.6,48.15,53.69,50.03,41.53,43.23,44.41,47,50.18,55.32,57.96,43.39,42.96,43.74,47.09,49.07,49.78,53.6,56.88,47.33,52.04,38.15,41.77,49.61,60.6,71.39,77.96,82.16,92.2,94.69,103.54,103.73
S1663,Central,Дундговь,MN48,Гурвансайхан,MN4806,Гурвансайхан,Sheep,62.27,57.52,61.32,60.83,60.34,53.17,55.25,57.25,58.64,57.09,50.6,45.28,46.66,48.75,45.79,43.9,45.67,44.46,42.28,46.3,50.65,57.87,58.85,55.78,58.46,60.89,62.12,64.94,70.07,73.28,48.16,54.1,58.28,67.22,70.82,72.61,74.78,79.95,78.26,84.97,54.15,59.9,70.85,85.58,98.2,109.88,120.21,139.64,155.36,169.46,163.7
S1669,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,Дэлгэрхангай,Sheep,41.54,40.7,46.79,49.76,53.42,50.55,50.56,52.91,51.44,45.87,47.35,40.64,46.43,47.18,47.22,41.61,41.32,43.69,45.52,48.4,49.63,46.27,44.99,38,36.64,37.27,36.85,40,41.97,40.42,21.58,24.95,23.66,20.52,24.86,27.48,29.51,34.86,40,38.12,11.32,15.07,19.62,25.08,34.45,40.74,51.71,65.7,75.79,80.23,70.61
S1674,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,Дэлгэрцогт,Sheep,31.26,19.07,23.08,23.97,28,31.18,34.25,29.44,33.65,34.01,36.51,36.49,43.98,43.86,34.7,37.23,37.03,31.17,32.78,36.07,41.42,44.27,46.05,39.86,35.25,38.53,41.83,46.36,51.96,52.62,37.78,39.62,36.03,38.08,39.77,42.67,45.5,47.81,41.71,46.75,22.49,26.37,31.61,38.17,50.51,60.61,70.9,85.01,87.85,94.31,83.12
S1678,Central,Дундговь,MN48,Дэрэн,MN4808,Дэрэн,Sheep,38.05,30.72,34.93,36.82,41.76,45.83,52.27,46.85,53.86,54.64,45.69,48.66,51.86,51.79,40.54,42.25,40.51,33.87,30.2,36.36,43.48,51.65,53.44,48.22,48.3,51.8,56.53,61.16,69.05,74.4,54.24,53.09,55.02,56.68,59.86,65.24,68.84,74.49,63.92,67.49,33.03,38.19,49.25,61.98,76.17,86.31,99.57,112.78,122.76,135.02,130.8
S1683,Central,Дундговь,MN48,Луус,MN4812,Луус,Sheep,48.48,45.68,50.5,51.19,51.16,48.28,52.78,50.22,55.8,56.78,53.48,48.36,53.31,56.75,46.76,42.82,43.2,39.54,39.54,45.1,48.39,51.84,51.78,53.35,49.66,54.64,53.99,58.37,62.78,61.64,42.51,49.3,49.84,51.16,52.76,51.95,52.63,57.08,56.88,58.49,25.91,29.58,36.19,43.52,51.39,57.77,65.46,79.38,88.77,88.35,78.62
S1687,Central,Дундговь,MN48,Өлзийт,MN4804,Өлзийт,Sheep,37.82,38.44,42.13,41.79,41.83,36.24,36.8,37.39,39.72,39.2,36.14,35.25,34.61,33.58,30.82,30.3,32.16,33.26,34.15,37.05,36.71,41.11,41.57,40.22,44.73,49.72,52.53,56.72,62.09,66.76,46.96,49.26,52.55,48.19,53.54,51.89,52.3,54.89,54.16,60.11,37.64,45.64,53.7,62.92,73.95,84.97,103.1,124.57,146.81,161.59,145.64
S1694,Central,Дундговь,MN48,Өндөршил,MN4801,Өндөршил,Sheep,26.28,28.97,30.46,30.91,31.21,26.58,27.57,26.21,27.44,28.35,23.02,25.24,26.8,28.28,27.91,28.66,29.94,27.32,30.71,32.3,31.88,34.57,29.67,28.68,26.96,26.93,27.47,27.77,29.14,30.91,25.97,26.17,27.14,30.28,37.43,36.95,31.38,31.78,31.21,36.85,36.07,41.31,51.31,59.54,66.85,70.9,72.93,80.73,86.83,94.17,92.08
