GID,NATIONAL,ADM,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
G984,National,Northern,Архангай,MN65,Жаргалант,MN6520,,Ямаа,8.67,10.15,10.78,10.24,10.32,10.45,9.85,9.66,10.51,10.7,11.02,11.1,12.18,11.77,10.95,10.31,10.39,10.85,12.38,13.1,13.16,12.24,10.95,12.37,14.72,15.84,17.86,21.95,25.19,27.22,26.97,25.68,27.1,33.8,35.81,37.82,42.88,47.18,57,56.93,42.54,52.92,54.11,59.86,69.76,72.35,85.91,73.54,83.3,93.14,81.49
G985,National,Northern,Архангай,MN65,Жаргалант,MN6520,"1-р баг, Асайт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.33,13.13,14.46,15.28,16.7,15.69,17.99,19.87,16.55
G986,National,Northern,Архангай,MN65,Жаргалант,MN6520,"2-р баг, Хоолт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22,15.04,17.33,19.24,23.73,19.32,22.32,25.37,21.49
G987,National,Northern,Архангай,MN65,Жаргалант,MN6520,"3-р баг, Эрдэнэ-Уул",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,13.41,15.81,16.89,19.12,16.91,18.61,20.71,18.92
G988,National,Northern,Архангай,MN65,Жаргалант,MN6520,"4-р баг, Зуслан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.38,11.69,13.61,12.63,14.8,12.74,14.37,15.59,13.25
G989,National,Northern,Архангай,MN65,Жаргалант,MN6520,"5-р баг, Баянцагаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99,6.59,8.56,8.31,11.56,8.89,10.01,11.61,11.28
G990,National,Northern,Архангай,MN65,Их тамир,MN6517,,Ямаа,8.56,9.18,9.32,8.79,8.68,8.74,8.64,8.53,9.02,9.05,9.34,9.89,10.69,10.25,10,8.92,9.22,9.03,9.14,9.62,9.69,10.08,11.03,13.51,16.03,18.15,20.84,24.91,28.96,31.78,33.96,37.31,38.75,46.54,52.64,55.41,62.06,69.49,85.89,87.55,59.04,65.22,70.67,76.48,80.78,82.68,91.18,90.85,96.59,103.52,89.48
G991,National,Northern,Архангай,MN65,Их тамир,MN6517,"1-р баг, Хөхнуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64,10.11,10.63,10.64,11.77,12.16,12.86,14.21,12.77
G992,National,Northern,Архангай,MN65,Их тамир,MN6517,"2-р баг, Хан-Өндөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.98,13.33,13.79,13.83,16.38,16.83,17.12,17.69,14.5
G993,National,Northern,Архангай,MN65,Их тамир,MN6517,"3-р баг, Борт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,14.83,15.16,15.22,16.36,15.97,17.24,18.22,15.05
G994,National,Northern,Архангай,MN65,Их тамир,MN6517,"4-р баг, Бугат",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.51,20.46,21.3,22.94,23.77,24,23.97,27.34,24.54
G995,National,Northern,Архангай,MN65,Их тамир,MN6517,"5-р баг, Эрдэнэтолгой",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,14.81,16.51,16.75,19.22,18.32,21.45,21.98,19.08
G996,National,Northern,Архангай,MN65,Их тамир,MN6517,"6-р баг, Тайхар",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.95,3.4,3.3,3.69,3.57,3.95,4.09,3.54
G997,National,Northern,Архангай,MN65,Өгийнуур,MN6502,,Ямаа,9.72,9.07,9.81,9.71,10.51,9.69,9.57,5.65,6.88,7.75,8.82,8.91,12.34,7.44,8.14,7.76,8.07,8.62,10.03,12.37,14.16,14.95,15.34,16.17,18.59,18.44,23.07,29.04,35,39.11,34.89,27.79,21.29,27.67,32.57,41.41,50.49,62.73,62.08,57.35,53.94,59.27,70.77,73.85,74.87,81.9,94.51,91.47,86.69,102.7,99.77
G998,National,Northern,Архангай,MN65,Өгийнуур,MN6502,"1-р баг, Дойт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.31,16.06,16.57,18.45,22.57,20.23,19.85,22.73,23.69
G999,National,Northern,Архангай,MN65,Өгийнуур,MN6502,"2-р баг, Тоглох",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,17.27,18.79,19.67,23.35,22.57,21.35,25.6,24.81
G1000,National,Northern,Архангай,MN65,Өгийнуур,MN6502,"3-р баг, Өгий",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34,16.27,15.49,17.46,18.36,19.14,18.68,21.23,20.6
G1001,National,Northern,Архангай,MN65,Өгийнуур,MN6502,"4-р баг, Зэгстэй",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.63,6.6,7.05,7.18,8.48,7.99,7.55,8.75,9.07
G1002,National,Northern,Архангай,MN65,Өгийнуур,MN6502,"5-р баг, Орхон",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.74,17.65,16.98,19.15,21.75,21.54,19.26,24.4,21.61
G1003,National,Northern,Архангай,MN65,Өлзийт,MN6503,,Ямаа,11.91,12.19,12.93,13.06,13.03,13.11,13.35,11.54,13.23,13.92,14.4,14.42,14.84,11.53,11.08,9.24,8.26,8.43,9.31,10.68,12.01,12.89,14.03,13.32,15.48,16.41,19.6,23.4,27.68,29.83,30.31,30.11,31.09,29.19,34.66,41.94,53.21,64.41,81.18,72.09,51.83,55.31,64.07,70.3,74.03,73.6,84.8,90.71,89.22,108.6,101.45
G1004,National,Northern,Архангай,MN65,Өлзийт,MN6503,"1-р баг, Ямаат",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.79,22.93,24.88,25.42,28.83,30.89,30.04,37.31,34.65
G1005,National,Northern,Архангай,MN65,Өлзийт,MN6503,"2-р баг, Бодонт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,20.32,19.53,20.23,23.93,25.92,25.11,29.19,28.2
G1006,National,Northern,Архангай,MN65,Өлзийт,MN6503,"3-р баг, Байшир",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.82,17.89,19.85,19.23,21.94,23.27,23.34,27.97,24.95
G1007,National,Northern,Архангай,MN65,Өлзийт,MN6503,"4-р баг, Хөшөөт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54,9.17,9.76,8.72,10.11,10.63,10.74,14.14,13.65
G1008,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,,Ямаа,8.1,8.3,7.89,8.24,8.56,9.01,7.88,6.44,7.14,7.36,7.55,7.49,7.98,6.98,6.85,6.79,6.65,6.3,6.94,8.33,8.49,8.57,9.31,11,13.56,13.64,16.16,20.43,23.84,26.17,28.86,27.47,30.56,37.32,40.34,45.37,53.74,59.78,70.13,67.75,52.83,59.51,56.83,61,68.13,68.36,71.46,72.39,78.96,89.04,76.44
G1009,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,"1-р баг, Азарга",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.79,14.84,16.43,16.8,18.07,18.21,21.15,22.05,18.7
G1010,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,"2-р баг, Хануй",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.27,19.59,22.47,22.66,23.16,22.63,24.19,28.04,24.65
G1011,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,"3-р баг, Донгой",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.97,9.96,11.03,11.44,11.79,11.61,12.69,15.43,13.11
G1012,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,"4-р баг, Бэлхи",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18,10.59,12.23,11.74,12.27,13.33,14.45,16.05,13.03
G1013,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,"5-р баг, Тээл",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62,6.02,5.98,5.73,6.16,6.61,6.48,7.47,6.96
G1014,National,Northern,Архангай,MN65,Тариат,MN6523,,Ямаа,5.94,6.5,6.85,6.87,6.89,7.02,6.61,6.14,6.35,6.57,6.66,6.81,6.66,6.25,6.22,5.62,5.89,6.05,6.26,6.67,7.29,6.74,7.37,8.9,10.87,12.24,14.38,16.88,18.34,19.79,19.77,16.34,19.2,25.17,29.81,35.68,42.96,49.1,60.03,58.69,50.6,55.23,47.57,51.94,58.4,60.78,59.79,64.77,71.19,79.26,60.12
G1015,National,Northern,Архангай,MN65,Тариат,MN6523,"1-р баг, Тэрх",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,6.8,7.46,7.75,7.04,8.49,9.61,11.04,8.19
G1016,National,Northern,Архангай,MN65,Тариат,MN6523,"2-р баг, Цагааннуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.56,7.13,7.72,6.85,6.88,7.93,9.3,7.87
G1017,National,Northern,Архангай,MN65,Тариат,MN6523,"3-р баг, Хорго",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,10.21,11.3,11.03,9.99,10.72,11.23,12.7,9.74
G1018,National,Northern,Архангай,MN65,Тариат,MN6523,"4-р баг, Суман",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.18,1.37,1.24,1.35,1.62,1.68,1.96,1.62
G1019,National,Northern,Архангай,MN65,Тариат,MN6523,"5-р баг, Бөөрөлжүүт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,6.92,7.89,8.67,8.33,9.1,9.44,10.25,7.2
G1020,National,Northern,Архангай,MN65,Тариат,MN6523,"6-р баг, Мөрөн",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.93,12.21,13.79,13.75,14.65,16.35,17.62,19.88,15.42
G1021,National,Northern,Архангай,MN65,Тариат,MN6523,"7-р баг, Алтайд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23,8.05,9.47,10.64,11.58,11.61,13.68,14.13,10.08
G1022,National,Northern,Архангай,MN65,Төвшрүүлэх,MN6507,,Ямаа,0.72,0.7,0.71,0.78,0.72,0.85,0.97,0.88,0.7,0.65,0.59,0.62,0.82,0.73,0.87,1.01,1.16,1.41,1.6,1.83,2.52,3.68,4.8,6.32,8.6,10.22,12.51,15.34,18.07,19.59,19.15,17.8,17.63,21.43,24.29,30.08,36.02,43.07,44.96,50.97,19.1,24.62,29.39,31.99,41.23,43.65,50.67,54.8,58.07,66.58,61.77
G1023,National,Northern,Архангай,MN65,Төвшрүүлэх,MN6507,"1-р баг, Хөх сүм",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43,9.96,12.79,14.17,15.49,16.41,18.16,20.15,17.3
G1024,National,Northern,Архангай,MN65,Төвшрүүлэх,MN6507,"2-р баг, Баян-Өндөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.88,13.22,16.24,16.33,19.72,21.38,22.66,26.02,24.99
G1025,National,Northern,Архангай,MN65,Төвшрүүлэх,MN6507,"3-р баг, Урантолгой",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,4.45,6.13,6.63,7.77,8.51,9.34,10.51,10.65
G1026,National,Northern,Архангай,MN65,Төвшрүүлэх,MN6507,"4-р баг, Өртөнт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,4.36,6.07,6.53,7.69,8.49,7.91,9.9,8.83
G1027,National,Northern,Архангай,MN65,Хайрхан,MN6506,,Ямаа,12.04,12.78,13.31,11.98,12.4,11.5,11.29,10.37,11.48,11.63,12.4,12.33,9.52,9.36,9.04,7.85,7.65,8,8.82,9.98,10.7,11.07,12.56,14.77,18.03,21.12,23.88,28.81,30.99,29.49,29.54,27.19,30.55,36.39,36.02,39.48,43.7,49.47,63.77,64.89,55.6,58.34,61.37,66.24,77.19,73.8,80.66,90.51,97.76,112.56,93.16
G1028,National,Northern,Архангай,MN65,Хайрхан,MN6506,"1-р баг, Хайрхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05,14.2,16.26,15.79,16.2,18.04,18.66,21.86,19.25
G1029,National,Northern,Архангай,MN65,Хайрхан,MN6506,"2-р баг, Асгат",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.46,17.27,20.61,19.3,23.04,25.63,29.1,34.17,25.96
G1030,National,Northern,Архангай,MN65,Хайрхан,MN6506,"3-р баг, Жарантай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.68,11,13.38,12.97,14.44,16.64,17.24,19.27,17.44
G1031,National,Northern,Архангай,MN65,Хайрхан,MN6506,"4-р баг, Могой",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28,15.95,18.34,17.08,17.94,19.87,21.37,24.24,18.73
G1032,National,Northern,Архангай,MN65,Хайрхан,MN6506,"5-р баг, Өгөөмөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,7.82,8.61,8.66,9.05,10.33,11.39,13.01,11.77
G1033,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,,Ямаа,4.57,4.86,5.08,4.95,4.93,4.78,4.79,4.98,5.06,5.24,5.31,5.41,5.62,5.7,5.18,4.05,4.61,4.85,5.21,5.52,5.61,6.21,5.78,3.91,4.8,5.37,6.04,7.36,8.52,8.69,9.67,8.72,9.02,10.15,12.16,13.42,15.98,18.83,23.41,25.4,21.88,21.73,21.39,21.57,23.33,24.27,22.79,25.19,28.39,31.35,28.18
G1034,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"1-р баг, Чандмань",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,4.07,4.45,4.48,4.13,5.02,5.2,6.01,5.65
G1035,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"2-р баг, Гичгэнэ",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,3.72,3.88,3.74,3.27,3.08,3.1,3.5,3.3
G1036,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"3-р баг, Арбаясгалан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,4.2,4.63,4.76,4.13,4.64,5.7,6.61,5.56
G1037,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"4-р баг, Баян-Улаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39,3.73,3.8,3.77,3.71,3.88,4.28,4.94,4.53
G1038,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"5-р баг, Тэрх",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,3.44,4.08,4.67,5.28,5.99,7.05,7.24,6.6
G1039,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"6-р баг, Ноён хангай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,2.41,2.49,2.86,2.28,2.59,3.07,3.06,2.53
G1040,National,Northern,Архангай,MN65,Хашаат,MN6501,,Ямаа,12.24,12.38,13.74,15.65,15.34,12.64,12.81,12.65,14.27,14.31,14.8,14.92,16.19,13.35,12.5,10.1,10.93,12.11,12.61,15.71,16.8,17.38,18.24,19.24,21.38,26.2,30.13,35.25,41.28,46.16,34.55,36.84,37.03,38.7,42.4,46.23,57.73,70.87,77.45,85.5,71.41,66.62,79.53,81.34,88.93,94.72,101.85,105.39,99.69,120.59,107.28
G1041,National,Northern,Архангай,MN65,Хашаат,MN6501,"1-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.79,19.11,20.61,21.49,22.99,23.85,23.57,27.28,25.66
G1042,National,Northern,Архангай,MN65,Хашаат,MN6501,"2-р баг, Номгон",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.54,18.69,21.21,22.54,22.61,22.95,23.27,27.66,21.96
G1043,National,Northern,Архангай,MN65,Хашаат,MN6501,"3-р баг, Цайдам",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.15,20.93,22.7,24.52,27.16,27.91,24.21,29.59,28.76
G1044,National,Northern,Архангай,MN65,Хашаат,MN6501,"4-р баг, Цагаан хад",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85,14.43,15.49,16.54,17.8,18.46,16.97,21.55,18.61
G1045,National,Northern,Архангай,MN65,Хашаат,MN6501,"5-р баг, Баян",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21,8.19,8.92,9.62,11.29,12.22,11.68,14.51,12.3
G1046,National,Northern,Архангай,MN65,Хотонт,MN6504,,Ямаа,16.24,13.99,15.82,16.78,17.91,18.74,17.02,16.22,16.93,17.73,18.02,19.16,20.71,17.51,17.82,16.13,16.49,16.53,17.46,19.35,21.67,22.94,23.93,24.75,29.95,32.25,37.21,44.5,52.04,58.54,49.84,45.47,44.85,47.58,48.78,60.69,71.77,87.17,98.14,101.85,44.32,57.32,69.57,77.98,93.51,100.75,117.41,119.1,119.68,142.2,107.92
G1047,National,Northern,Архангай,MN65,Хотонт,MN6504,"1-р баг, Хотонт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73,9.4,11.29,12.31,14.53,14.69,15.67,19.35,15.41
G1048,National,Northern,Архангай,MN65,Хотонт,MN6504,"2-р баг, Хөөвөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.41,14.47,15.91,17.68,19.48,20.14,20.78,23.35,20.65
G1049,National,Northern,Архангай,MN65,Хотонт,MN6504,"3-р баг, Бургалтай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.16,13.1,15.61,16.39,19.16,16.7,15.63,18.89,16
G1050,National,Northern,Архангай,MN65,Хотонт,MN6504,"4-р баг, Улаан чулуу",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04,17.39,20.26,21.79,26.07,25.08,22.04,27.3,20.59
G1051,National,Northern,Архангай,MN65,Хотонт,MN6504,"5-р баг, Орхон",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,9.27,11.42,12.41,15.1,17.48,18.78,21.77,14.73
G1052,National,Northern,Архангай,MN65,Хотонт,MN6504,"6-р баг, Өндөр сант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.91,14.35,19.03,20.17,23.06,25.02,26.79,31.55,20.55
G1053,National,Northern,Архангай,MN65,Цахир,MN6527,,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,2.55,3.62,4.61,5.61,7.28,7.9,8.73,8.1,7.26,8.13,9.72,10.35,11.95,14.25,17.77,21.15,22.09,19.19,21.68,22.29,24.45,24.71,25.5,23,27.45,30.17,34.67,26.72
G1054,National,Northern,Архангай,MN65,Цахир,MN6527,"1-р баг, Хан-Уул",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51,9.24,9.4,9.18,8.67,9.66,10.72,11.21,8.89
G1055,National,Northern,Архангай,MN65,Цахир,MN6527,"2-р баг, Баянгол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,8.21,8.29,8.33,7.36,9.49,10.4,13.07,9.83
G1056,National,Northern,Архангай,MN65,Цахир,MN6527,"3-р баг, Цахир",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03,7,7.03,6.33,5.58,6.19,6.83,7.96,6.29
G1057,National,Northern,Архангай,MN65,Цахир,MN6527,"4-р баг, Жинст",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,1.39,2.12,2.21,2.43,1.71
G1058,National,Northern,Архангай,MN65,Цэнхэр,MN6508,,Ямаа,8.19,7.56,8.06,7.56,7.94,8.53,7.98,7.22,8.1,8.22,8.64,9,9.16,8.48,8.27,6.42,6.91,7.3,7.84,9.04,10.08,10.94,11.72,12.96,15.8,17.04,19.41,23.13,27.37,30.76,28.11,26.59,27.01,29.56,32.18,37.31,45.23,49.74,55.11,66.03,38.54,51.26,59.15,65.59,77.32,79.74,89.77,91.18,96.94,108,96.51
G1059,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"1-р баг, Орхон",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16,11,12.21,13.86,14.93,15.21,16.01,17.52,14.36
G1060,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"2-р баг, Цэцэрлэг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85,13.82,17.37,17.04,18.45,18.32,20.06,22.16,17.33
G1061,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"3-р баг, Цэнхэр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.21,7.99,9.87,9.68,9.99,10.1,11.42,12.98,10.82
G1062,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"4-р баг, Алтан-Овоо",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.03,11.25,12.99,13.31,15.79,16.12,17.39,19.69,18.48
G1063,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"5-р баг, Буйлан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.29,17.93,20.21,21.3,24.74,24.96,24.23,28.53,28.23
G1064,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"6-р баг, Тамир",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,3.61,4.68,4.55,5.87,6.48,7.83,7.12,7.3
G1065,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,,Ямаа,15.4,16.08,15.18,13.02,14,13.33,13.48,13.36,15.49,15.95,16.99,17.61,18.54,16.35,14.81,11.95,11.25,11.58,13.78,15.74,17.5,17.24,17.33,18.56,21.75,22.84,25.52,31.57,37.13,38.5,39.33,37.23,39.64,44.73,49.9,55.27,63.89,74.08,81.97,80.24,61.31,71.85,75.35,83.11,96.48,91.1,99.37,98.06,108.32,121.11,105.44
G1066,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,"1-р баг, Чулуут",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,22.41,27.9,27.18,29.65,30.06,33.69,37.02,33.34
G1067,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,"2-р баг, Туулант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,20.69,24.19,24.88,29.25,28.27,32,33.71,27.18
G1068,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,"3-р баг, Хужирт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.14,11.67,13.43,11.51,12.01,11.83,12.18,14.08,12.18
G1069,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,"4-р баг, Хонгорж",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.54,18.05,19.95,17.88,18.09,17.4,18.58,22.79,21
G1070,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,"5-р баг, Их булаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39,10.29,11.01,9.67,10.37,10.51,11.88,13.5,11.75
G1071,National,Northern,Архангай,MN65,Чулуут,MN6522,,Ямаа,3.47,3.61,3.84,4.04,3.86,3.95,3.74,3.8,3.73,3.7,3.71,3.85,4.35,4.35,3.84,3.33,3.82,3.8,3.39,4.43,4.8,4.59,4.32,5.14,6.06,7.37,8.25,10.01,10.74,10.75,11.29,12.62,14.48,17.55,20.58,22.81,26.31,31.17,36.22,37.46,30.28,30.8,31.87,35.01,36.32,35.57,38.76,38.28,38.42,42.84,36.82
G1072,National,Northern,Архангай,MN65,Чулуут,MN6522,"1-р баг, Хүрэм",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,3.7,3.65,3.59,4.09,3.8,3.81,3.72,3.39
G1073,National,Northern,Архангай,MN65,Чулуут,MN6522,"2-р баг, Хайрхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31,9.82,11.17,10.67,11.11,10.49,10.27,11.97,10.56
G1074,National,Northern,Архангай,MN65,Чулуут,MN6522,"3-р баг, Халуун-Ус",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73,9.36,9.17,8.97,10.17,9.43,9.32,10.04,7.95
G1075,National,Northern,Архангай,MN65,Чулуут,MN6522,"4-р баг, Зуунмод",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13,7.69,7.61,7.61,8.19,8.9,9.01,10.64,8.96
G1076,National,Northern,Архангай,MN65,Чулуут,MN6522,"5-р баг, Өлзийт гол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4.44,4.73,4.73,5.2,5.67,6.01,6.46,5.95
